trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,Instruction.started,text.started,Instruction.stopped,trial.started,Fixation.started,Fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,trials.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
86,0.5,3.5,1618.5184146000538,,,,,1618.504720200086,1618.5184146000538,1619.0190642001107,1619.0190642001107,1619.0190642001107,,1619.536177500151,right,3.5,1,1,0.5062459998298436,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
87,0.5,3.0,1619.5512469999958,,,,,1619.536236600019,1619.5512469999958,1620.051291699987,1620.051291699987,1620.051291699987,,1620.7595679999795,right,3.0,1,1,0.6981274001300335,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
88,0.5,3.0,1620.779995799996,,,,,1620.7596372000407,1620.779995799996,1621.2697287001647,1621.2697287001647,1621.2697287001647,,1621.8703974999953,right,3.0,1,1,0.5840911001432687,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
89,0.5,3.0,1621.8846799000166,,,,,1621.8704817001708,1621.8846799000166,1622.3848533001728,1622.3848533001728,1622.3848533001728,,1623.319802599959,right,3.0,1,1,0.9249648000113666,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
90,0.5,2.5,1623.3355288000312,,,,,1623.3198983001057,1623.3355288000312,1623.8182008001022,1623.8182008001022,1623.8182008001022,,1625.1858944999985,right,2.5,1,1,1.3522693999111652,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
91,0.5,2.5,1625.2013219001237,,,,,1625.1859814999625,1625.2013219001237,1625.6846961001866,1625.6846961001866,1625.6846961001866,,1626.4691582000814,right,2.5,1,1,0.7714197998866439,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
92,0.5,2.5,1626.4835521001369,,,,,1626.4692414000165,1626.4835521001369,1626.984189500101,1626.984189500101,1626.984189500101,,1627.6686119001824,right,2.5,1,1,0.6766274000983685,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
93,0.5,2.0,1627.6841003000736,,,,,1627.6687013001647,1627.6841003000736,1628.1678447001614,1628.1678447001614,1628.1678447001614,,1628.7012385001872,right,2.0,1,1,0.5181408000644296,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
94,0.5,2.0,1628.7163841000292,,,,,1628.701325400034,1628.7163841000292,1629.200523900101,1629.200523900101,1629.200523900101,,1630.4833868001588,right,2.0,1,1,1.2712606999557465,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
95,0.5,2.0,1630.4985065001529,,,,,1630.4834396999795,1630.4985065001529,1630.9846272000577,1630.9846272000577,1630.9846272000577,,1631.9868127000518,right,2.0,0,0,0.9999621999450028,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
96,0.5,2.5,1631.998827900039,,,,,1631.9869195001666,1631.998827900039,1632.499435100006,1632.499435100006,1632.499435100006,,1633.0848147000652,right,2.5,1,1,0.5784571000840515,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
97,0.5,2.5,1633.0985980001278,,,,,1633.0848942999728,1633.0985980001278,1633.5994227000047,1633.5994227000047,1633.5994227000047,,1634.2518673001323,left,-2.5,1,1,0.6490426000673324,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
98,0.5,2.5,1634.2647474000696,,,,,1634.2519436001312,1634.2647474000696,1634.7659478001297,1634.7659478001297,1634.7659478001297,,1635.850895000156,left,-2.5,1,1,1.0693574000615627,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
99,0.5,2.0,1635.8649132000282,,,,,1635.8509830001276,1635.8649132000282,1636.3654346000403,1636.3654346000403,1636.3654346000403,,1637.0344750999939,left,-2.0,1,1,0.6649460000917315,528786,001,2024-09-12_19h29.55.248,Adaptive_Staircase,2024.1.5,None,2024-09-12 19h29.59.275204 +0530,
